,url,name,category,brand,pack_size,case_size,indications,precautions,directions_for_use,shelf_life,flavours
10,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Scandishake Mix,Adult,Other,6 x 85g,not found,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related malnutrition; malabsorption states and other conditions requiring fortification with a high fat/carbohydrate (with protein) supplement.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet.,"1. Pour 240ml (8floz) of fresh whole milk into a measuring jug or shaker and empty the contents of one sachet (85g powder) into the milk.
2. Mix briskly with a fork or shake until smooth.
Or:
1. Pour 60ml (2floz) of fresh whole milk into a glass or cup.
2. Add the contents of one sachet (85g powder).
3. Mix briskly with a fork/whisk into a smooth paste. Gradually add the remaining milk and continue to stir well.",24 months. Best before date: see back of sachet.,"Banana,Caramel,Chocolate,Strawberry,Unflavoured,Vanilla"
11,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Calogen,Adult,Calogen,"200ml, 500ml","12 x 200ml, 12 x 500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related malnutrition; malabsorption states, or other conditions requiring fortification with a high fat supplement with or without fluid and electrolyte restriction.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet or in conjunction with other oral nutritional supplements containing vitamins and minerals. Must be used under strict medical supervision.,"Shake well before opening. Dosage should be determined by a clinician or dietitian and is dependent on the age, body weight and medical condition of the patient. The recommended daily dose is 3 x 30ml unless specified by a clinician or dietitian. Can be taken undiluted or diluted with milk or water. It can also be mixed into foods. Neutral Calogen is suitable for infants and children. It may need to be diluted for children under 5 years of age.",12 months. Best before date: see side of bottle.,"Banana,Neutral,Strawberry"
12,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Calogen Extra,Adult,Calogen,200ml,24 x 200ml,"For enteral use only. ACBS approved, prescribable on form FP10
(GP10 in Scotland) for the following indications: disease related
malnutrition; malabsorption states or other conditions requiring
fortification with a high fat supplement with or without fluid
restriction.","Not suitable as a sole source of nutrition. Only to be used as a
supplement to the normal diet. Use with caution in children aged 3-6
years. Must be used under strict medical supervision.","Shake well before opening. Calogen Extra is ready to drink and is best
served chilled. Dosage should be determined by a clinician or dietitian
and is dependent on the age, body weight and medical condition of the
patient. Recommended daily dose is 3x40ml shots or 120ml per day in
divided doses, unless specified by a clinician or dietitian. Can be taken
undiluted or diluted with milk or water. It can also be mixed into foods.
May require dilution for children under 5 years of age.",Plastic bottle: 12 months. Best before date: see label.,"Neutral,Strawberry"
13,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Calogen Extra Shots,Adult,Calogen,40ml,8 x (6 x 40ml),"For enteral use only. ACBS approved, prescribable on form FP10
(GP10 in Scotland) for the following indications: disease related
malnutrition; malabsorption states or other conditions requiring
fortification with a high fat supplement with or without fluid
restriction.","Not suitable as a sole source of nutrition. Only to be used as a
supplement to the normal diet. Use with caution in children aged 3-6
years. Must be used under strict medical supervision.","Shake well before opening. Calogen Extra is ready to drink and is best
served chilled. Dosage should be determined by a clinician or dietitian
and is dependent on the age, body weight and medical condition of the
patient. Recommended daily dose is 3x40ml shots or 120ml per day in
divided doses, unless specified by a clinician or dietitian. Can be taken
undiluted or diluted with milk or water. It can also be mixed into foods.
May require dilution for children under 5 years of age.",Shot cup: 9 months. Best before date: see label.,"Neutral,Strawberry"
14,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Renilon 7.5,Adult,Other,125ml,6 x (4 x 125ml),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet. Use with caution in children aged 3-6 years.,Renilon 7.5 is ready to drink and is best served chilled. Shake well before use.,12 months. Best before date: see top of bottle.,"Apricot,Caramel"
15,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutricia preOp,Adult,Other,200ml,6 x (4 x 200ml),For enteral use only. Safe to use up to 2 hours before surgery*. For the pre-operative dietary management of surgical patients.,Not suitable as a sole source of nutrition. Use with caution in children and patients with diabetes.,Loading dose: 4 x 200ml the evening before surgery. Final dose: 2 x 200ml 2 hours prior to (pre) anaesthesia. Nutricia preOp is ready to drink and is best served chilled. Shake well before use.,15 months. Best before date: see top of bottle.,Lemon
16,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,FortiCare,Adult,Other,4 x 125ml,6 x (4 x 125ml),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the dietary management of patients with pancreatic cancer and patients with lung cancer undergoing chemotherapy.",Use with caution in children aged 3-6 years. Use with caution in patients with bleeding disorders and/or in patients taking anti-coagulant medication.,"FortiCare is ready to drink and is best served chilled. Shake well before use. Recommended daily dose is 3 x 125ml, unless otherwise specified by a clinician or dietitian.",10 months. Best before date: see top of bottle.,"Cappuccino,Orange & Lemon,Peach & Ginger"
17,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Respifor,Adult,Other,125ml,6 x (4 x 125ml),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the dietary management of disease related malnutrition in patients with chronic obstructive pulmonary disease (COPD) with a body mass index (BMI) of less than 20.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet. Use with caution in children aged 3-6 years.,"Respifor is ready to drink and is best served chilled. Shake well before use. Recommended daily dose is 3 x 125ml, in conjunction with an activity programme, unless otherwise specified by a clinician or dietitian.",12 months. Best before date: see side of bottle.,"Chocolate,Strawberry,Vanilla"
18,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Clear,Adult,Nutilis,175g,"6 x 175g, 50 x 1.25g","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indication: dysphagia.",Nutilis Clear is intended for use as a food and fluid thickener only and is not intended to contribute significantly to nutritional intake. Use with caution in patients on a sodium restricted diet.,"Nutilis Clear is suitable for thickening hot and cold drinks and for thickening puréed foods. Follow directions on the Nutilis Clear label. Use only the scoop provided in the packaging. Allow hot liquids to cool slightly before adding Nutilis Clear. Stir carbonated drinks well until the drink has gone flat. To thicken puréed foods, add Nutilis Clear until the desired consistency is reached.","Best before date: see bottom of tin or back of sachet. Once opened, reseal packaging, and use within one month.",Unflavoured
19,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Powder,Adult,Nutilis,"300g, 20 x 12g","12 x 300g, 3 x (20 x 12g)","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: dysphagia.",Nutilis Powder is intended for use as a food and fluid thickener only and is not intended to contribute significantly to nutritional intake.,"Nutilis Powder is suitable for thickening hot and cold drinks and for thickening puréed foods such as meats, vegetables, sauces, puddings and fruit. Follow directions on the Nutilis Powder label. Use only the scoop provided in the packaging. Nutilis Powder should not be added to boiling liquids as clumping of the product may occur. Allow hot liquids to cool slightly before adding Nutilis Powder. Stir carbonated drinks well until the drink has gone flat.",Tin: 24 months. Sachets: 18 months. Best before date: see sachet or bottom of tin.,Unflavoured
20,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Complete Drink Level 2 (Coming in 2020),Adult,Nutilis,125ml bottle,4 x 125ml,"For enteral use only. For the dietary management of dysphagia, short bowel syndrome, intractable malabsorption, pre-operative preparation of undernourished patients, inflammatory bowel disease, total gastrectomy, bowel fistulae, disease-related malnutrition.",Not suitable as a sole source of nutrition in children under 6 years of age. Use with caution in children aged 3-6 years. Monitor fluid intake to ensure adequate hydration status.,Nutilis Complete Drink Level 2 is best served chilled. Shake well before opening.,9 months. Best before date: See side of bottle.,"Strawberry,Vanilla"
21,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Complete Drink Level 3,Adult,Nutilis,125ml,6 x (4 x 125ml),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: dysphagia; short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; bowel fistulae; disease related malnutrition.",Not suitable as a sole source of nutrition in children under 6 years of age. Use with caution in children aged 3-6 years. Monitor fluid intake to ensure adequate hydration status.,Nutilis Complete Drink Level 3 is best served chilled. Shake well before opening.,12 months. Best before date: see side of bottle.,"Chocolate,Lemon Tea,Mango Passion Fruit,Strawberry,Vanilla"
22,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Complete Creme Level 3,Adult,Nutilis,125g,6 x (4 x 125g),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: dysphagia; short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; bowel fistulae; disease related malnutrition.",Not suitable as a sole source of nutrition in children under 6 years of age. Use with caution in children aged 3-6 years. Monitor fluid intake to ensure adequate hydration status.,Nutilis Complete Creme Level 3 is ready to eat and is best served chilled. Nutilis Complete Creme Level 3 can be eaten directly from the pot.,9 months. Best before date: see lid of pot.,"Chocolate,Strawberry,Vanilla"
23,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutilis Fruit Level 4,Adult,Nutilis,3 x 150g,12 x (3 x 150g),"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; total gastrectomy; dysphagia; disease related malnutrition; continuous ambulatory peritoneal dialysis (CAPD); haemodialysis.",Not suitable as a sole source of nutrition in children under 6 years of age. Use with caution in children aged 3-6 years.,Nutilis Fruit Level 4 is ready to eat and is best served chilled. Nutilis Fruit Level 4 can be eaten directly from the pot.,12 months. Best before date: see lid of pot.,"Apple,Strawberry"
24,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Protifar,Adult,Other,225g,12 x 225g,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: hypoproteinaemia. Protifar is low in minerals and is therefore suitable for patients with such dietary restrictions.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet. Use with caution in infants and children.,Protifar has a neutral taste and can therefore be added to both sweet and savoury food or drink without significantly altering flavour or texture. It is also suitable for use in cooking. Protifar should be mixed with sufficient cold liquid to form a smooth paste before stirring into food or drink. Use only the scoop provided in the packaging.,36 months. Best before date: see bottom of tin.,Unflavoured
25,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Polycal Powder,Metabolics,Polycal,400g,12 x 400g,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related malnutrition; malabsorption states or other conditions requiring fortification with a high or readily available carbohydrate supplement. Polycal Powder is suitable for patients with renal failure, liver cirrhosis, disaccharide intolerance (without isomaltose intolerance), disorders of amino acid metabolism, and/or whole protein intolerance or other conditions including proven hypoglycaemia requiring a high energy, low fluid, low electrolyte diet. Polycal Powder is suitable for patients requiring a fat free or mineral restricted diet.",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet. Use with caution in children aged 1-6 years. Use with caution in patients with diabetes.,Polycal Powder dissolves readily in hot and cold drinks. It has a neutral taste and can therefore be added to both sweet and savoury food or drink without significantly altering flavour or texture. It is also suitable for use in cooking. Use only the scoop provided in the packaging.,36 months. Best before date: see bottom of tin.,Unflavoured
26,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Polycal Liquid,Metabolics,Polycal,200ml,24 x 200ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: disease related malnutrition, malabsorption states or other conditions requiring fortification with a high or readily available carbohydrate supplement. Polycal Liquid is suitable for patients with renal failure, liver cirrhosis, disaccharide intolerance (without isomaltose intolerance), disorders of amino acid metabolism, and/or whole protein intolerance, or other conditions including proven hypoglycaemia requiring a high energy, low fluid, low electrolyte diet. Polycal Liquid is suitable for patients requiring a fat free or mineral restricted diet. Polycal Liquid is suitable for glucose intolerance tests (113ml of Polycal Liquid provides an equivalent carbohydrate load to a standard 75g dose of anhydrous glucose).",Not suitable as a sole source of nutrition. Only to be used as a supplement to the normal diet. Use with caution in patients with diabetes.,Polycal Liquid is ready to drink and is best served chilled. It can be taken undiluted or diluted.,15 months. Best before date: see top of bottle.,"Neutral,Orange"
27,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Super Soluble Maxijul,Metabolics,Other,"200g, 4 x 132g, 25kg","6 x 200g, 4 x (4 x 132g)","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: for the dietary management of disease related malnutrition, malabsorption state or other conditions requiring fortification with a high or readily available carbohydrate supplement. Super Soluble Maxijul may be used as an energy enhancer in infant formula, tube feeds and sip feeds. Super Soluble Maxijul can also be used as a food fortifier to enhance energy intake in a wide range of conditions requiring a high energy, low fluid diet.",Use under medical supervision. Use with caution in diabetes. Not suitable for use as a sole source of nutrition. Not for parenteral use.,"Super Soluble Maxijul can easily be incorporated into a wide variety of drinks and foods. Super Soluble Maxijul is also useful as an energy enhancer in tube and sip feeds. Recipe ideas are available upon request. To make a solution of Super Soluble Maxijul put the required amount of powder into water and stir briskly with a fork, leave to stand until clear.",not found,Unflavoured
28,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison,Adult,Nutrison,"500ml OpTri bottle, 1000ml OpTri bottle, 1500ml Pack","12 x 500ml, 8 x 1000ml, 6 x 1500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 1-6 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. Packs and OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of Pack or OpTri bottle.,Unflavoured
29,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Multi Fibre,Adult,Nutrison,"500ml and 1000ml OpTri bottles, and 1500ml Pack.","12 x 500ml, 8 x 1000ml, 6 x 1500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 1-6 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. Packs and OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of Pack or OpTri bottle.,Unflavoured
30,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Energy,Adult,Nutrison,"500ml OpTri bottle, 1000ml OpTri bottle, 1500ml Pack.","12 x 500ml, 8 x 1000ml, 6 x 1500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 1-6 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. Packs and OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of Pack or OpTri bottle.,Unflavoured
31,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Energy Multi Fibre,Adult,Nutrison,"500ml OpTri bottle, 1000ml OpTri bottle, 1500ml Pack","12 x 500ml, 8 x 1000ml, 6 x 1500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 1-6 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. Packs and OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of Pack or OpTri bottle.,Unflavoured
32,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Energy Multi Fibre Vanilla,Adult,Nutrison,200ml,not found,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 3-6 years. Careful monitoring is required.,"Nutrison Energy Multi Fibre Vanilla is ready to drink and is best served chilled. Shake well before use. If administered through a feeding tube, use at room temperature. Maximum hanging time: 4 hours.",12 months. Best before date: see side of bottle.,Vanilla
33,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison 800 Complete Multi Fibre,Adult,Nutrison,1000ml,8 x 1000ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; disease related malnutrition.",Use with caution in children aged 6-12 years. Careful monitoring is required. Monitor hydration status.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle.,Unflavoured
34,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison 1000 Complete Multi Fibre,Adult,Nutrison,1000ml,8 x 1000ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; disease related malnutrition.",Use with caution in children aged 1-12 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle.,Unflavoured
35,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison 1200 Complete Multi Fibre,Adult,Nutrison,"1000ml OpTri bottle, 1500ml Pack","8 x 1000ml, 6 x 1500ml","For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; disease related malnutrition.",Use with caution in children aged 1-12 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. OpTri bottles and Packs can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle or Pack.,Unflavoured
36,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Protein Intense,Adult,Nutrison,500ml and 1000ml OpTri bottles,"12 x 500ml, 8 x 1000ml",For enteral use only.,Shake well before opening. Use at room temperature.OpTri bottles can be attached directly to a Flocare giving set.Maximum hanging time of 24 hours.,12 months. Best before date: see top of OpTri bottle.,not found,Unflavoured
37,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Advanced Protison,Adult,Nutrison,500ml OpTri bottles,12 x 500ml,For enteral use only.,"Use with caution in children aged 1-6 years. Coagulation in the digestive tract, e.g. due to drug interaction, may occur. Careful monitoring is required.",Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle.,Unflavoured
38,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Protein Plus,Adult,Nutrison,1000ml OpTri bottle,8 x 1000ml,"For enteral use only. ACBS approved, prescribable on form FP10 (GP10 in Scotland) for the following indications: short bowel syndrome; intractable malabsorption; pre-operative preparation of undernourished patients; inflammatory bowel disease; total gastrectomy; dysphagia; bowel fistulae; disease related malnutrition.",Use with caution in children aged 1-6 years. Careful monitoring is required.,Shake well before opening. Use at room temperature. Maximum hanging time: 24 hours. OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle.,Unflavoured
39,https://www.nutriciahcp.com/adult/products/XPHEN_TYR_Tyrosidon/,Nutrison Concentrated,Adult,Nutrison,500ml OpTri bottle,12 x 500ml,For enteral use only.,Use with caution in children aged 1-6 years. ,Shake well before opening. Use at room temperature.Maximum hanging time: 24 hours.OpTri bottles can be attached directly to a Flocare giving set.,12 months. Best before date: see top of OpTri bottle.,Unflavoured
